trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1378,False,"{'a': 0.005, 'e': 0.0010128369745334165}",20,12,15.542721881440059,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1379,False,"{'a': 0.005, 'e': 0.0010077854290485105}",25,20,9.96760545050441,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1380,False,"{'a': 0.005, 'e': 0.0010027590782518195}",30,17,20.702956610408847,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1381,False,"{'a': 0.005, 'e': 0.000997757796484312}",20,11,18.436693130337023,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1382,False,"{'a': 0.005, 'e': 0.000992781458713683}",25,7,27.441857844876832,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1383,False,"{'a': 0.005, 'e': 0.0009878299405312295}",20,6,25.613460821754494,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1384,False,"{'a': 0.005, 'e': 0.0009829031181487387}",30,18,25.230097149584296,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1385,False,"{'a': 0.005, 'e': 0.0009780008683953946}",30,24,11.091639838288591,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1386,False,"{'a': 0.005, 'e': 0.000973123068714697}",25,0,34.551411573208696,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1387,False,"{'a': 0.005, 'e': 0.0009682695971614017}",30,13,30.75096475688666,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1388,False,"{'a': 0.005, 'e': 0.0009634403323984662}",30,18,22.401194117261095,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1389,False,"{'a': 0.005, 'e': 0.0009586351536940199}",20,9,13.144543641472326,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1390,False,"{'a': 0.005, 'e': 0.0009538539409183448}",25,9,30.20814031187698,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1391,False,"{'a': 0.005, 'e': 0.0009490965745408727}",25,11,22.679321550608975,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1392,False,"{'a': 0.005, 'e': 0.0009443629356271963}",25,16,20.111406307453656,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1393,False,"{'a': 0.005, 'e': 0.0009396529058360961}",20,11,18.236324814919676,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1394,False,"{'a': 0.005, 'e': 0.0009349663674165814}",20,15,8.90814858640097,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1395,False,"{'a': 0.005, 'e': 0.000930303203204949}",20,15,7.230061024595132,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1396,False,"{'a': 0.005, 'e': 0.0009256632966218501}",20,6,28.769169846440604,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1397,False,"{'a': 0.005, 'e': 0.0009210465316693785}",20,5,29.312663236836883,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1398,False,"{'a': 0.005, 'e': 0.0009164527929281697}",25,15,19.776170065856753,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1399,False,"{'a': 0.005, 'e': 0.0009118819655545162}",20,13,14.276870246554612,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1400,False,"{'a': 0.005, 'e': 0.0009073339352774954}",35,23,22.904147711364867,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1401,False,"{'a': 0.005, 'e': 0.0009028085883961136}",20,8,15.532352026821705,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1402,False,"{'a': 0.005, 'e': 0.0008983058117764621}",20,11,16.13045981277938,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1403,False,"{'a': 0.005, 'e': 0.0008938254928488927}",30,8,34.07348077192588,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1404,False,"{'a': 0.005, 'e': 0.000889367519605198}",20,7,20.1825378789911,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1405,False,"{'a': 0.005, 'e': 0.0008849317805958146}",20,15,7.989790821093625,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1406,False,"{'a': 0.005, 'e': 0.0008805181649270364}",20,8,24.493468107403363,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1407,False,"{'a': 0.005, 'e': 0.0008761265622582417}",20,11,15.285985666963816,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1408,False,"{'a': 0.005, 'e': 0.0008717568627991351}",20,4,26.598998156702372,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1409,False,"{'a': 0.005, 'e': 0.0008674089573070025}",30,16,22.708225813940007,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1410,False,"{'a': 0.005, 'e': 0.0008630827370839802}",20,11,15.47307701478153,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1411,False,"{'a': 0.005, 'e': 0.0008587780939743365}",20,6,25.92759724391848,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1412,False,"{'a': 0.005, 'e': 0.000854494920361771}",25,11,24.60034172458426,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1413,False,"{'a': 0.005, 'e': 0.0008502331091667194}",25,13,23.600336137885414,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1414,False,"{'a': 0.005, 'e': 0.0008459925538436801}",30,4,44.29960474780054,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
1415,False,"{'a': 0.005, 'e': 0.000841773148378549}",35,23,20.080420169216833,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1416,False,"{'a': 0.005, 'e': 0.0008375747872859697}",20,13,13.16376841165836,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1417,False,"{'a': 0.005, 'e': 0.0008333973656066964}",20,7,19.07664152445814,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1418,False,"{'a': 0.005, 'e': 0.0008292407789049694}",20,6,27.834436225086954,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1419,False,"{'a': 0.005, 'e': 0.0008251049232659038}",25,6,34.47326024339116,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1420,False,"{'a': 0.005, 'e': 0.0008209896952928949}",30,18,24.603479035393544,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1421,False,"{'a': 0.005, 'e': 0.0008168949921050283}",20,9,21.401756841378663,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1422,False,"{'a': 0.005, 'e': 0.000812820711334511}",25,8,29.379396603411724,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1423,False,"{'a': 0.005, 'e': 0.0008087667511241114}",20,8,21.487970638427505,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1424,False,"{'a': 0.005, 'e': 0.0008047330101246132}",30,11,32.05497228197781,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1425,False,"{'a': 0.005, 'e': 0.0008007193874922814}",20,3,24.503775090876783,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1426,False,"{'a': 0.005, 'e': 0.0007967257828863411}",25,8,26.844136141699906,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1427,False,"{'a': 0.005, 'e': 0.0007927520964664684}",25,13,18.325022990949478,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1428,False,"{'a': 0.005, 'e': 0.0007887982288902973}",20,12,14.524848164771305,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1429,False,"{'a': 0.005, 'e': 0.0007848640813109316}",20,9,19.165529435718785,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1430,False,"{'a': 0.005, 'e': 0.0007809495553744772}",25,18,12.203762113316294,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1431,False,"{'a': 0.005, 'e': 0.0007770545532175816}",20,8,20.97118300309966,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1432,False,"{'a': 0.005, 'e': 0.000773178977464988}",20,0,26.95679048392872,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1433,False,"{'a': 0.005, 'e': 0.0007693227312271008}",30,20,21.268308708040333,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1434,False,"{'a': 0.005, 'e': 0.0007654857180975633}",20,11,15.595174987648175,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1435,False,"{'a': 0.005, 'e': 0.0007616678421508473}",25,15,20.415853638740565,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1436,False,"{'a': 0.005, 'e': 0.0007578690079398545}",30,0,50.804031424080925,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1437,False,"{'a': 0.005, 'e': 0.0007540891204935333}",20,12,15.243735506500748,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1438,False,"{'a': 0.005, 'e': 0.0007503280853145}",20,6,13.23442662213973,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1439,False,"{'a': 0.005, 'e': 0.0007465858083766792}",20,10,16.579954498510038,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1440,False,"{'a': 0.005, 'e': 0.0007428621961229526}",20,4,29.257374230726878,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1441,False,"{'a': 0.005, 'e': 0.0007391571554628196}",25,0,35.911450645137016,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
1442,False,"{'a': 0.005, 'e': 0.0007354705937700712}",30,16,27.87477362846934,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1443,False,"{'a': 0.005, 'e': 0.0007318024188804728}",25,9,29.637009625511613,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1444,False,"{'a': 0.005, 'e': 0.0007281525390894604}",20,7,23.738041007644856,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1445,False,"{'a': 0.005, 'e': 0.0007245208631498506}",20,8,21.2188730313355,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1446,False,"{'a': 0.005, 'e': 0.000720907300269555}",20,11,17.65454247800145,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1447,False,"{'a': 0.005, 'e': 0.0007173117601093135}",25,15,17.585536841574605,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1448,False,"{'a': 0.005, 'e': 0.0007137341527804346}",20,6,21.64966253484889,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1449,False,"{'a': 0.005, 'e': 0.000710174388842549}",20,6,25.794510645550723,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1450,False,"{'a': 0.005, 'e': 0.0007066323793013728}",20,6,25.343076073656537,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1451,False,"{'a': 0.005, 'e': 0.0007031080356064829}",30,8,32.478027022515946,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1452,False,"{'a': 0.005, 'e': 0.0006996012696491027}",20,3,23.903307890237514,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1453,False,"{'a': 0.005, 'e': 0.0006961119937599021}",25,19,13.978335759812746,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1454,False,"{'a': 0.005, 'e': 0.0006926401207068012}",20,14,9.855032506071103,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1455,False,"{'a': 0.005, 'e': 0.0006891855636927931}",25,12,22.08280636451064,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1456,False,"{'a': 0.005, 'e': 0.0006857482363537724}",20,14,9.392254998966854,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1457,False,"{'a': 0.005, 'e': 0.0006823280527563766}",20,11,11.41471396423027,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1458,False,"{'a': 0.005, 'e': 0.0006789249273958377}",25,11,19.312255394819026,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1459,False,"{'a': 0.005, 'e': 0.0006755387751938444}",20,9,15.512795642869433,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1460,False,"{'a': 0.005, 'e': 0.0006721695114964152}",25,12,19.132072066431164,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1461,False,"{'a': 0.005, 'e': 0.0006688170520717817}",20,14,12.874381200987873,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1462,False,"{'a': 0.005, 'e': 0.000665481313108285}",20,2,29.844407477041457,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1463,False,"{'a': 0.005, 'e': 0.0006621622112122764}",30,20,18.589307379470366,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1464,False,"{'a': 0.005, 'e': 0.0006588596634060358}",20,14,12.59624164755594,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1465,False,"{'a': 0.005, 'e': 0.0006555735871256958}",20,12,13.657633537446305,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1466,False,"{'a': 0.005, 'e': 0.0006523039002191786}",20,2,32.44464079121103,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1467,False,"{'a': 0.005, 'e': 0.0006490505209441411}",25,18,12.045795168938804,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1468,False,"{'a': 0.005, 'e': 0.0006458133679659318}",20,15,7.913282823050697,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1469,False,"{'a': 0.005, 'e': 0.0006425923603555573}",20,14,13.34705138370669,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1470,False,"{'a': 0.005, 'e': 0.0006393874175876607}",30,15,18.445686315414292,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1471,False,"{'a': 0.005, 'e': 0.0006361984595385052}",20,8,24.027426807832384,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1472,False,"{'a': 0.005, 'e': 0.0006330254064839735}",30,7,37.572085980692094,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1473,False,"{'a': 0.005, 'e': 0.000629868179097574}",25,17,12.168047378592442,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1474,False,"{'a': 0.005, 'e': 0.0006267266984484576}",20,12,15.119708618979706,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1475,False,"{'a': 0.005, 'e': 0.0006236008859994445}",25,6,29.86019625403913,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1476,False,"{'a': 0.005, 'e': 0.0006204906636050606}",20,16,8.593615509679415,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1477,False,"{'a': 0.005, 'e': 0.0006173959535095834}",25,14,23.10917601200096,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1478,False,"{'a': 0.005, 'e': 0.0006143166783451007}",20,8,13.24764405523546,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1479,False,"{'a': 0.005, 'e': 0.0006112527611295723}",20,14,11.930269647426758,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1480,False,"{'a': 0.005, 'e': 0.0006082041252649082}",25,11,22.973986833318644,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1481,False,"{'a': 0.005, 'e': 0.0006051706945350532}",20,13,12.143566655018393,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1482,False,"{'a': 0.005, 'e': 0.0006021523931040808}",35,0,52.48507983173405,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",1
1483,False,"{'a': 0.005, 'e': 0.0005991491455142981}",30,21,18.184173824000283,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1484,False,"{'a': 0.005, 'e': 0.000596160876684359}",25,17,13.79822828728703,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1485,False,"{'a': 0.005, 'e': 0.000593187511907387}",30,16,26.258514511814308,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1486,False,"{'a': 0.005, 'e': 0.0005902289768491075}",25,18,13.86593361652431,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1487,False,"{'a': 0.005, 'e': 0.0005872851975459907}",20,11,18.91585598550175,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1488,False,"{'a': 0.005, 'e': 0.0005843561004034005}",20,13,13.17427813164769,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1489,False,"{'a': 0.005, 'e': 0.0005814416121937556}",25,10,29.08796260147861,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1490,False,"{'a': 0.005, 'e': 0.000578541660054699}",25,15,17.094989598261026,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1491,False,"{'a': 0.005, 'e': 0.0005756561714872761}",25,12,22.776580366821076,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1492,False,"{'a': 0.005, 'e': 0.0005727850743541225}",35,28,14.161885476569484,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1493,False,"{'a': 0.005, 'e': 0.0005699282968776604}",30,14,30.255366811349298,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1494,False,"{'a': 0.005, 'e': 0.0005670857676383035}",25,11,23.625336401973332,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1495,False,"{'a': 0.005, 'e': 0.0005642574155726738}",35,20,26.11105878201308,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1496,False,"{'a': 0.005, 'e': 0.0005614431699718219}",30,11,33.15044008122647,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1497,False,"{'a': 0.005, 'e': 0.0005586429604794611}",20,8,12.668889469713246,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1498,False,"{'a': 0.005, 'e': 0.0005558567170902083}",30,24,12.272646323657511,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1499,False,"{'a': 0.005, 'e': 0.0005530843701478336}",25,0,30.96167483228729,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
1500,False,"{'a': 0.005, 'e': 0.0005503258503435192}",25,17,14.837358164610976,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1501,False,"{'a': 0.005, 'e': 0.0005475810887141261}",35,21,24.59855227444855,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1502,False,"{'a': 0.005, 'e': 0.0005448500166404703}",20,5,27.1016156091903,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1503,False,"{'a': 0.005, 'e': 0.0005421325658456086}",25,9,31.08754393623082,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1504,False,"{'a': 0.005, 'e': 0.0005394286683931291}",20,4,17.33275180620565,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1505,False,"{'a': 0.005, 'e': 0.0005367382566854548}",25,17,15.975358021341762,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1506,False,"{'a': 0.005, 'e': 0.0005340612634621528}",30,11,32.08394795209662,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1507,False,"{'a': 0.005, 'e': 0.0005313976217982529}",25,6,30.33625223500163,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1508,False,"{'a': 0.005, 'e': 0.0005287472651025751}",25,7,25.652139750705786,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1509,False,"{'a': 0.005, 'e': 0.0005261101271160638}",25,16,18.352005803841433,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1510,False,"{'a': 0.005, 'e': 0.0005234861419101318}",25,20,8.541949408651059,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1511,False,"{'a': 0.005, 'e': 0.0005208752438850122}",20,11,16.728135883099487,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1512,False,"{'a': 0.005, 'e': 0.0005182773677681191}",20,10,19.196463033024582,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1513,False,"{'a': 0.005, 'e': 0.0005156924486124138}",30,16,24.201901886132102,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1514,False,"{'a': 0.005, 'e': 0.0005131204217947829}",25,11,27.349342440510107,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1515,False,"{'a': 0.005, 'e': 0.0005105612230144218}",20,12,12.550296190122925,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1516,False,"{'a': 0.005, 'e': 0.0005080147882912279}",20,10,16.567976640822103,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1517,False,"{'a': 0.005, 'e': 0.0005054810539642003}",25,0,38.818179569475355,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1518,False,"{'a': 0.005, 'e': 0.0005029599566898491}",25,17,16.916443164413508,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1519,False,"{'a': 0.005, 'e': 0.0005004514334406104}",20,6,14.154400601373538,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1520,False,"{'a': 0.005, 'e': 0.0004979554215032735}",20,9,23.49087070746372,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",20,5,24.314110674906246,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,13,14.69041492155229,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",25,13,16.853515127543247,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",25,18,11.014778288413346,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",30,17,21.914402250161523,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",25,11,28.393604543236837,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",25,17,16.14587770140753,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,14,9.063648546137092,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",25,17,16.267099628459118,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",30,6,42.946950468072124,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",20,13,13.369250756083442,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",30,16,23.335673780855405,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",20,4,24.629625630506872,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",30,16,28.06961235918498,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",25,19,9.608747787413789,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",20,10,20.768091615330306,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",25,18,13.394817565754286,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",30,23,12.74769572697043,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",25,15,20.98915014311341,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",25,15,18.42343325258479,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
